,ms_file_label,peak_label,mz_mean,peak_area,Sample
163,OH8243Fruit_1_pos_229,LycoEscu_rt3p3,1270.6076,5460147.0,OH8243Fruit
164,OH8243Fruit_1_pos_229,LycoEscu_rt2p4,1270.6076,137684.0,OH8243Fruit
165,HATS_1_pos_65,Dehydrotomatine,1034.5422,747552.0,HATS
166,HATS_1_pos_65,alpha-Tomatine,1036.5613,3854875.0,HATS
167,HATS_1_pos_65,Tomatidine,416.3531,0.0,HATS
168,HATS_1_pos_65,Hydroxytomatine_range,1050.55,0.0,HATS
169,HATS_1_pos_65,Acetoxytomatine_II_rt4p4,1092.5608,0.0,HATS
170,HATS_1_pos_65,Acetoxytomatine_II_rt5p3,1092.5608,23620.0,HATS
171,HATS_1_pos_65,Acetoxytomatine_II_rt5p4,1092.5608,0.0,HATS
172,HATS_1_pos_65,EsculeosideB_rt2p2,1228.5957,0.0,HATS
173,HATS_1_pos_65,EsculeosideB_rt2p3,1228.5957,0.0,HATS
174,HATS_1_pos_65,LycoEscu_rt3p3,1270.6076,0.0,HATS
175,HATS_1_pos_65,LycoEscu_rt2p4,1270.6076,0.0,HATS
176,HATS_2_pos_185,Dehydrotomatine,1034.5422,910114.0,HATS
177,HATS_2_pos_185,alpha-Tomatine,1036.5613,3574824.0,HATS
178,HATS_2_pos_185,Tomatidine,416.3531,789975.0,HATS
179,HATS_2_pos_185,Hydroxytomatine_range,1050.55,0.0,HATS
180,HATS_2_pos_185,Acetoxytomatine_II_rt4p4,1092.5608,0.0,HATS
181,HATS_2_pos_185,Acetoxytomatine_II_rt5p3,1092.5608,26755.0,HATS
182,HATS_2_pos_185,Acetoxytomatine_II_rt5p4,1092.5608,0.0,HATS
183,HATS_2_pos_185,EsculeosideB_rt2p2,1228.5957,0.0,HATS
184,HATS_2_pos_185,EsculeosideB_rt2p3,1228.5957,0.0,HATS
185,HATS_2_pos_185,LycoEscu_rt3p3,1270.6076,0.0,HATS
186,HATS_2_pos_185,LycoEscu_rt2p4,1270.6076,0.0,HATS
187,HATS_3_pos_70,Dehydrotomatine,1034.5422,611690.0,HATS
188,HATS_3_pos_70,alpha-Tomatine,1036.5613,5701242.0,HATS
189,HATS_3_pos_70,Tomatidine,416.3531,0.0,HATS
190,HATS_3_pos_70,Hydroxytomatine_range,1050.55,10481715.0,HATS
191,HATS_3_pos_70,Acetoxytomatine_II_rt4p4,1092.5608,96785.0,HATS
192,HATS_3_pos_70,Acetoxytomatine_II_rt5p3,1092.5608,5809515.0,HATS
193,HATS_3_pos_70,Acetoxytomatine_II_rt5p4,1092.5608,519958.0,HATS
194,HATS_3_pos_70,EsculeosideB_rt2p2,1228.5957,0.0,HATS
195,HATS_3_pos_70,EsculeosideB_rt2p3,1228.5957,0.0,HATS
196,HATS_3_pos_70,LycoEscu_rt3p3,1270.6076,0.0,HATS
197,HATS_3_pos_70,LycoEscu_rt2p4,1270.6076,0.0,HATS
198,HATS_4_pos_78,Dehydrotomatine,1034.5422,2350005.0,HATS
199,HATS_4_pos_78,alpha-Tomatine,1036.5613,8768976.0,HATS
200,HATS_4_pos_78,Tomatidine,416.3531,4395.0,HATS
201,HATS_4_pos_78,Hydroxytomatine_range,1050.55,28294.0,HATS
202,HATS_4_pos_78,Acetoxytomatine_II_rt4p4,1092.5608,0.0,HATS
203,HATS_4_pos_78,Acetoxytomatine_II_rt5p3,1092.5608,225021.0,HATS
204,HATS_4_pos_78,Acetoxytomatine_II_rt5p4,1092.5608,4742.0,HATS
205,HATS_4_pos_78,EsculeosideB_rt2p2,1228.5957,0.0,HATS
206,HATS_4_pos_78,EsculeosideB_rt2p3,1228.5957,0.0,HATS
207,HATS_4_pos_78,LycoEscu_rt3p3,1270.6076,0.0,HATS
208,HATS_4_pos_78,LycoEscu_rt2p4,1270.6076,0.0,HATS
209,HATS_5_pos_71,Dehydrotomatine,1034.5422,1131323.0,HATS
210,HATS_5_pos_71,alpha-Tomatine,1036.5613,5303892.0,HATS
211,HATS_5_pos_71,Tomatidine,416.3531,0.0,HATS
212,HATS_5_pos_71,Hydroxytomatine_range,1050.55,57512.0,HATS
213,HATS_5_pos_71,Acetoxytomatine_II_rt4p4,1092.5608,0.0,HATS
214,HATS_5_pos_71,Acetoxytomatine_II_rt5p3,1092.5608,56873.0,HATS
215,HATS_5_pos_71,Acetoxytomatine_II_rt5p4,1092.5608,0.0,HATS
216,HATS_5_pos_71,EsculeosideB_rt2p2,1228.5957,0.0,HATS
217,HATS_5_pos_71,EsculeosideB_rt2p3,1228.5957,0.0,HATS
218,HATS_5_pos_71,LycoEscu_rt3p3,1270.6076,0.0,HATS
219,HATS_5_pos_71,LycoEscu_rt2p4,1270.6076,0.0,HATS
220,HATS_6_pos_48,Dehydrotomatine,1034.5422,849908.0,HATS
221,HATS_6_pos_48,alpha-Tomatine,1036.5613,4215064.0,HATS
222,HATS_6_pos_48,Tomatidine,416.3531,0.0,HATS
223,HATS_6_pos_48,Hydroxytomatine_range,1050.55,0.0,HATS
224,HATS_6_pos_48,Acetoxytomatine_II_rt4p4,1092.5608,0.0,HATS
225,HATS_6_pos_48,Acetoxytomatine_II_rt5p3,1092.5608,35483.0,HATS
226,HATS_6_pos_48,Acetoxytomatine_II_rt5p4,1092.5608,0.0,HATS
227,HATS_6_pos_48,EsculeosideB_rt2p2,1228.5957,0.0,HATS
228,HATS_6_pos_48,EsculeosideB_rt2p3,1228.5957,0.0,HATS
229,HATS_6_pos_48,LycoEscu_rt3p3,1270.6076,0.0,HATS
230,HATS_6_pos_48,LycoEscu_rt2p4,1270.6076,0.0,HATS
231,HATS_7_pos_22,Dehydrotomatine,1034.5422,757254.0,HATS
232,HATS_7_pos_22,alpha-Tomatine,1036.5613,3796004.0,HATS
233,HATS_7_pos_22,Tomatidine,416.3531,0.0,HATS
234,HATS_7_pos_22,Hydroxytomatine_range,1050.55,0.0,HATS
235,HATS_7_pos_22,Acetoxytomatine_II_rt4p4,1092.5608,0.0,HATS
236,HATS_7_pos_22,Acetoxytomatine_II_rt5p3,1092.5608,18996.0,HATS
237,HATS_7_pos_22,Acetoxytomatine_II_rt5p4,1092.5608,0.0,HATS
238,HATS_7_pos_22,EsculeosideB_rt2p2,1228.5957,0.0,HATS
239,HATS_7_pos_22,EsculeosideB_rt2p3,1228.5957,0.0,HATS
240,HATS_7_pos_22,LycoEscu_rt3p3,1270.6076,0.0,HATS
241,HATS_7_pos_22,LycoEscu_rt2p4,1270.6076,0.0,HATS
242,HATS_8_pos_84,Dehydrotomatine,1034.5422,1705943.0,HATS
243,HATS_8_pos_84,alpha-Tomatine,1036.5613,7197078.0,HATS
244,HATS_8_pos_84,Tomatidine,416.3531,9896.0,HATS
245,HATS_8_pos_84,Hydroxytomatine_range,1050.55,2229975.0,HATS
246,HATS_8_pos_84,Acetoxytomatine_II_rt4p4,1092.5608,250241.0,HATS
247,HATS_8_pos_84,Acetoxytomatine_II_rt5p3,1092.5608,11054008.0,HATS
248,HATS_8_pos_84,Acetoxytomatine_II_rt5p4,1092.5608,1794315.0,HATS
249,HATS_8_pos_84,EsculeosideB_rt2p2,1228.5957,0.0,HATS
250,HATS_8_pos_84,EsculeosideB_rt2p3,1228.5957,0.0,HATS
251,HATS_8_pos_84,LycoEscu_rt3p3,1270.6076,0.0,HATS
252,HATS_8_pos_84,LycoEscu_rt2p4,1270.6076,0.0,HATS
253,HATS_9_pos_66,Dehydrotomatine,1034.5422,749031.0,HATS
254,HATS_9_pos_66,alpha-Tomatine,1036.5613,3898788.0,HATS
255,HATS_9_pos_66,Tomatidine,416.3531,0.0,HATS
256,HATS_9_pos_66,Hydroxytomatine_range,1050.55,0.0,HATS
257,HATS_9_pos_66,Acetoxytomatine_II_rt4p4,1092.5608,0.0,HATS
258,HATS_9_pos_66,Acetoxytomatine_II_rt5p3,1092.5608,29927.0,HATS
259,HATS_9_pos_66,Acetoxytomatine_II_rt5p4,1092.5608,0.0,HATS
260,HATS_9_pos_66,EsculeosideB_rt2p2,1228.5957,0.0,HATS
261,HATS_9_pos_66,EsculeosideB_rt2p3,1228.5957,0.0,HATS
262,HATS_9_pos_66,LycoEscu_rt3p3,1270.6076,0.0,HATS
263,HATS_9_pos_66,LycoEscu_rt2p4,1270.6076,0.0,HATS
264,HATS_10_pos_54,Dehydrotomatine,1034.5422,706405.0,HATS
265,HATS_10_pos_54,alpha-Tomatine,1036.5613,3843989.0,HATS
266,HATS_10_pos_54,Tomatidine,416.3531,0.0,HATS
267,HATS_10_pos_54,Hydroxytomatine_range,1050.55,0.0,HATS
268,HATS_10_pos_54,Acetoxytomatine_II_rt4p4,1092.5608,0.0,HATS
269,HATS_10_pos_54,Acetoxytomatine_II_rt5p3,1092.5608,47993.0,HATS
270,HATS_10_pos_54,Acetoxytomatine_II_rt5p4,1092.5608,0.0,HATS
271,HATS_10_pos_54,EsculeosideB_rt2p2,1228.5957,0.0,HATS
272,HATS_10_pos_54,EsculeosideB_rt2p3,1228.5957,0.0,HATS
273,HATS_10_pos_54,LycoEscu_rt3p3,1270.6076,0.0,HATS
274,HATS_10_pos_54,LycoEscu_rt2p4,1270.6076,0.0,HATS
275,LA_1_pos_175,Dehydrotomatine,1034.5422,1227401.0,LA
276,LA_1_pos_175,alpha-Tomatine,1036.5613,5648397.0,LA
277,LA_1_pos_175,Tomatidine,416.3531,772734.0,LA
278,LA_1_pos_175,Hydroxytomatine_range,1050.55,33764.0,LA
279,LA_1_pos_175,Acetoxytomatine_II_rt4p4,1092.5608,0.0,LA
280,LA_1_pos_175,Acetoxytomatine_II_rt5p3,1092.5608,32333.0,LA
281,LA_1_pos_175,Acetoxytomatine_II_rt5p4,1092.5608,0.0,LA
282,LA_1_pos_175,EsculeosideB_rt2p2,1228.5957,0.0,LA
283,LA_1_pos_175,EsculeosideB_rt2p3,1228.5957,0.0,LA
284,LA_1_pos_175,LycoEscu_rt3p3,1270.6076,0.0,LA
285,LA_1_pos_175,LycoEscu_rt2p4,1270.6076,0.0,LA
286,LA_2_pos_87,Dehydrotomatine,1034.5422,1261057.0,LA
287,LA_2_pos_87,alpha-Tomatine,1036.5613,5335742.0,LA
288,LA_2_pos_87,Tomatidine,416.3531,0.0,LA
289,LA_2_pos_87,Hydroxytomatine_range,1050.55,21224.0,LA
290,LA_2_pos_87,Acetoxytomatine_II_rt4p4,1092.5608,0.0,LA
291,LA_2_pos_87,Acetoxytomatine_II_rt5p3,1092.5608,82759.0,LA
292,LA_2_pos_87,Acetoxytomatine_II_rt5p4,1092.5608,0.0,LA
293,LA_2_pos_87,EsculeosideB_rt2p2,1228.5957,0.0,LA
294,LA_2_pos_87,EsculeosideB_rt2p3,1228.5957,0.0,LA
295,LA_2_pos_87,LycoEscu_rt3p3,1270.6076,0.0,LA
296,LA_2_pos_87,LycoEscu_rt2p4,1270.6076,0.0,LA
297,LA_3_pos_38,Dehydrotomatine,1034.5422,1198674.0,LA
298,LA_3_pos_38,alpha-Tomatine,1036.5613,5801669.0,LA
299,LA_3_pos_38,Tomatidine,416.3531,27581.0,LA
300,LA_3_pos_38,Hydroxytomatine_range,1050.55,89839.0,LA
301,LA_3_pos_38,Acetoxytomatine_II_rt4p4,1092.5608,0.0,LA
302,LA_3_pos_38,Acetoxytomatine_II_rt5p3,1092.5608,89144.0,LA
303,LA_3_pos_38,Acetoxytomatine_II_rt5p4,1092.5608,0.0,LA
304,LA_3_pos_38,EsculeosideB_rt2p2,1228.5957,0.0,LA
305,LA_3_pos_38,EsculeosideB_rt2p3,1228.5957,0.0,LA
306,LA_3_pos_38,LycoEscu_rt3p3,1270.6076,0.0,LA
307,LA_3_pos_38,LycoEscu_rt2p4,1270.6076,0.0,LA
308,LA_4_pos_42,Dehydrotomatine,1034.5422,1059266.0,LA
309,LA_4_pos_42,alpha-Tomatine,1036.5613,5282640.0,LA
310,LA_4_pos_42,Tomatidine,416.3531,0.0,LA
311,LA_4_pos_42,Hydroxytomatine_range,1050.55,58857.0,LA
312,LA_4_pos_42,Acetoxytomatine_II_rt4p4,1092.5608,0.0,LA
313,LA_4_pos_42,Acetoxytomatine_II_rt5p3,1092.5608,72704.0,LA
314,LA_4_pos_42,Acetoxytomatine_II_rt5p4,1092.5608,0.0,LA
315,LA_4_pos_42,EsculeosideB_rt2p2,1228.5957,0.0,LA
316,LA_4_pos_42,EsculeosideB_rt2p3,1228.5957,0.0,LA
317,LA_4_pos_42,LycoEscu_rt3p3,1270.6076,0.0,LA
318,LA_4_pos_42,LycoEscu_rt2p4,1270.6076,0.0,LA
319,LA_5_pos_127,Dehydrotomatine,1034.5422,999073.0,LA
320,LA_5_pos_127,alpha-Tomatine,1036.5613,4285356.0,LA
321,LA_5_pos_127,Tomatidine,416.3531,762431.0,LA
322,LA_5_pos_127,Hydroxytomatine_range,1050.55,0.0,LA
323,LA_5_pos_127,Acetoxytomatine_II_rt4p4,1092.5608,0.0,LA
324,LA_5_pos_127,Acetoxytomatine_II_rt5p3,1092.5608,27593.0,LA
325,LA_5_pos_127,Acetoxytomatine_II_rt5p4,1092.5608,0.0,LA
326,LA_5_pos_127,EsculeosideB_rt2p2,1228.5957,0.0,LA
327,LA_5_pos_127,EsculeosideB_rt2p3,1228.5957,0.0,LA
328,LA_5_pos_127,LycoEscu_rt3p3,1270.6076,0.0,LA
329,LA_5_pos_127,LycoEscu_rt2p4,1270.6076,0.0,LA
330,LA_6_pos_64,Dehydrotomatine,1034.5422,940737.0,LA
331,LA_6_pos_64,alpha-Tomatine,1036.5613,4837693.0,LA
332,LA_6_pos_64,Tomatidine,416.3531,4204.0,LA
333,LA_6_pos_64,Hydroxytomatine_range,1050.55,62681.0,LA
334,LA_6_pos_64,Acetoxytomatine_II_rt4p4,1092.5608,0.0,LA
335,LA_6_pos_64,Acetoxytomatine_II_rt5p3,1092.5608,22878.0,LA
336,LA_6_pos_64,Acetoxytomatine_II_rt5p4,1092.5608,0.0,LA
337,LA_6_pos_64,EsculeosideB_rt2p2,1228.5957,0.0,LA
338,LA_6_pos_64,EsculeosideB_rt2p3,1228.5957,0.0,LA
339,LA_6_pos_64,LycoEscu_rt3p3,1270.6076,0.0,LA
